Brand,Km_Driven,Fuel,Owner,Selling_Price
Skoda,5185,LPG,Third Owner,463604
TATA,46279,Diesel,Forth & Above Owner,200115
Honda,88283,CNG,Forth & Above Owner,305066
Audi,107126,Petrol,Forth & Above Owner,235416
Toyota,96423,LPG,Third Owner,400330
Volkswagen,11299,CNG,Third Owner,412882
Volvo,179008,Diesel,Second Owner,224487
Audi,52064,Petrol,First Owner,363680
Fiat,43240,Petrol,Forth & Above Owner,294560
Jaguar,150202,Petrol,First Owner,462435
Fiat,118515,LPG,Forth & Above Owner,482231
Hyundai,67824,CNG,Second Owner,214237
Honda,180400,LPG,Forth & Above Owner,217740
Kia,97563,LPG,Second Owner,206399
Mercedes,183032,Diesel,Third Owner,226746
Kia,76486,Diesel,First Owner,307478
Volkswagen,100499,Petrol,First Owner,320479
Volvo,153307,CNG,First Owner,298638
Jeep,14168,Petrol,Forth & Above Owner,215952
Volvo,59368,CNG,Second Owner,171631
BMW,154829,Petrol,First Owner,296600
Jeep,189731,Diesel,Second Owner,243120
Jeep,43125,Diesel,Third Owner,219237
Jeep,71668,LPG,First Owner,286014
Jaguar,74139,LPG,Second Owner,494654
Jaguar,76546,Diesel,Forth & Above Owner,339643
Volvo,41777,Diesel,Forth & Above Owner,216489
TATA,54174,LPG,Third Owner,176094
Volvo,139775,Diesel,Forth & Above Owner,248875
Mercedes,167585,CNG,Third Owner,344157
Audi,134621,CNG,Third Owner,249629
Jaguar,167742,LPG,First Owner,440975
Volkswagen,77338,Diesel,Second Owner,175366
Toyota,193587,Petrol,First Owner,460809
Kia,145955,CNG,Second Owner,436857
Mercedes,68212,Diesel,Forth & Above Owner,417302
BMW,65959,Diesel,First Owner,139196
Mercedes,137926,Petrol,Second Owner,376998
Skoda,34889,LPG,Forth & Above Owner,160687
Skoda,175471,Petrol,Third Owner,146529
BMW,68302,Petrol,Third Owner,426691
TATA,44066,CNG,Forth & Above Owner,197909
Toyota,59175,Petrol,First Owner,342675
TATA,188878,Petrol,Second Owner,356197
Skoda,87885,CNG,Forth & Above Owner,234820
Kia,145975,Petrol,First Owner,141590
Volkswagen,126605,Diesel,Second Owner,400824
Volvo,12950,Petrol,Second Owner,384409
Honda,93060,Petrol,First Owner,404560
Mahindra,172583,CNG,Forth & Above Owner,105822
TATA,60092,Petrol,Second Owner,467162
Hyundai,61092,Diesel,Third Owner,136721
Hyundai,50360,Diesel,First Owner,494486
Volvo,10229,Petrol,First Owner,458196
Volvo,171739,LPG,First Owner,322871
Kia,96086,Petrol,Forth & Above Owner,324387
Honda,198837,LPG,Second Owner,279376
Jaguar,132078,Petrol,Third Owner,476614
Jeep,31205,Diesel,Third Owner,478679
Mahindra,91183,LPG,Third Owner,436196
Volvo,39928,Diesel,Forth & Above Owner,112920
Honda,17731,LPG,Second Owner,244407
Fiat,133535,CNG,Forth & Above Owner,282783
TATA,161628,CNG,Third Owner,213322
Jeep,152686,CNG,Third Owner,151825
Hyundai,88406,Diesel,First Owner,461340
Skoda,124538,LPG,First Owner,201159
Honda,95496,CNG,Forth & Above Owner,411353
Mahindra,156627,CNG,First Owner,142873
Honda,138825,CNG,Third Owner,137650
Volkswagen,194748,Petrol,Third Owner,262703
Mahindra,194803,Petrol,Forth & Above Owner,272534
Hyundai,15613,LPG,Forth & Above Owner,178934
Skoda,92976,Diesel,Forth & Above Owner,206525
Volkswagen,102234,CNG,Second Owner,380302
Volkswagen,149355,LPG,Second Owner,120279
Honda,159543,LPG,Forth & Above Owner,124303
Skoda,74124,Petrol,First Owner,311287
Volkswagen,85853,LPG,Third Owner,462785
Honda,131854,CNG,Forth & Above Owner,442672
TATA,153577,Petrol,Forth & Above Owner,494750
Kia,43724,CNG,Third Owner,290493
Kia,137265,CNG,Third Owner,102258
Volvo,13072,Petrol,Second Owner,411763
Fiat,114796,Petrol,Second Owner,162098
Kia,88292,LPG,Third Owner,448679
Jeep,92949,Petrol,Third Owner,218779
Toyota,72966,Petrol,Third Owner,133736
Kia,58949,LPG,Forth & Above Owner,479374
Kia,186425,Diesel,Third Owner,379521
Toyota,121987,Petrol,First Owner,252112
BMW,67798,Petrol,First Owner,361013
Kia,58688,LPG,Forth & Above Owner,235377
Jeep,37423,CNG,First Owner,102700
Skoda,67090,Petrol,Second Owner,149854
Volkswagen,138551,Diesel,Forth & Above Owner,281882
Skoda,76789,Petrol,Forth & Above Owner,154433
TATA,54915,Diesel,Forth & Above Owner,425659
Kia,129309,LPG,Third Owner,491924
Mahindra,177819,Diesel,First Owner,307956
Volkswagen,32989,CNG,Second Owner,319855
Skoda,164828,Petrol,Third Owner,194492
Skoda,85490,Petrol,Third Owner,475442
Kia,199302,Diesel,First Owner,496995
BMW,198366,Diesel,Forth & Above Owner,420890
Mercedes,37373,CNG,Forth & Above Owner,437527
Volvo,95575,CNG,First Owner,135260
Mahindra,180019,Diesel,First Owner,449506
Volkswagen,113396,CNG,Third Owner,254330
Mahindra,183041,Diesel,Third Owner,465473
Volvo,144887,Diesel,First Owner,286167
Volkswagen,39469,LPG,Forth & Above Owner,181385
Kia,120889,LPG,Second Owner,164504
Toyota,100971,Diesel,Second Owner,167892
Volvo,96855,Petrol,Forth & Above Owner,281771
Toyota,26157,Diesel,First Owner,130895
Mercedes,172857,LPG,Third Owner,357959
Toyota,72158,Petrol,First Owner,259834
Skoda,193411,CNG,Third Owner,268407
Jeep,114194,LPG,First Owner,457044
Mahindra,100004,LPG,Second Owner,382428
Kia,26760,Diesel,Forth & Above Owner,401904
Volvo,116120,LPG,Forth & Above Owner,281645
Skoda,102796,CNG,Second Owner,243437
Skoda,159584,CNG,Second Owner,337165
Volvo,108902,Petrol,Second Owner,131710
BMW,122347,Diesel,Second Owner,366708
Volvo,176725,Petrol,Third Owner,157764
Toyota,81771,Petrol,Third Owner,437126
Kia,91177,LPG,Forth & Above Owner,201704
Fiat,144703,Diesel,Forth & Above Owner,278321
Skoda,72485,Diesel,Third Owner,454630
Honda,129110,CNG,Second Owner,341774
Jeep,38466,Petrol,Second Owner,323858
Mahindra,96047,CNG,Forth & Above Owner,103541
Skoda,135229,CNG,Forth & Above Owner,212041
Volvo,100788,LPG,Third Owner,409986
Honda,14773,Diesel,Second Owner,429078
Volkswagen,115104,LPG,First Owner,111060
Volvo,9382,Diesel,Forth & Above Owner,315389
Fiat,42503,CNG,Second Owner,222561
Hyundai,83041,LPG,Third Owner,296109
TATA,71672,LPG,Second Owner,380570
Honda,34504,Petrol,Forth & Above Owner,223672
Kia,20031,LPG,First Owner,349958
Fiat,142830,LPG,Third Owner,455390
Jaguar,19902,CNG,Second Owner,371213
Volvo,85010,LPG,Third Owner,263858
Hyundai,41314,Petrol,First Owner,481285
Kia,93695,CNG,Third Owner,298818
Honda,97402,Diesel,Forth & Above Owner,273646
Honda,112032,CNG,Second Owner,235053
BMW,131633,CNG,Third Owner,412837
Honda,24482,Diesel,Forth & Above Owner,434016
Toyota,155655,Petrol,Third Owner,367199
Volvo,103283,Diesel,Second Owner,458488
Mercedes,168155,Diesel,First Owner,322669
Fiat,159399,CNG,Forth & Above Owner,302140
Skoda,126008,CNG,Forth & Above Owner,108408
Kia,125042,Petrol,Forth & Above Owner,109107
Audi,41467,LPG,Second Owner,234834
Mahindra,189087,Diesel,Second Owner,453808
Honda,94583,CNG,Third Owner,347007
Mercedes,89796,LPG,First Owner,404690
Jeep,35716,CNG,First Owner,240427
Jeep,21552,LPG,First Owner,207122
Volvo,22232,Petrol,First Owner,361987
Skoda,180397,Diesel,Forth & Above Owner,147197
Jeep,38605,LPG,Third Owner,145711
Fiat,13520,CNG,First Owner,364166
BMW,18260,Diesel,Second Owner,495076
Toyota,23936,Petrol,First Owner,202964
Skoda,48780,Petrol,Third Owner,261191
Jeep,153473,Petrol,Second Owner,148713
BMW,58750,CNG,Second Owner,362521
Honda,113274,Diesel,Third Owner,447721
Toyota,132259,CNG,Second Owner,365637
Mercedes,195048,Diesel,Third Owner,164065
Fiat,34579,Petrol,Forth & Above Owner,209670
Jeep,150457,CNG,Second Owner,136114
Audi,140110,Diesel,First Owner,357596
Toyota,183305,LPG,Second Owner,367100
Jaguar,195685,CNG,First Owner,332815
Hyundai,69367,Petrol,Second Owner,312784
Fiat,183530,Diesel,Third Owner,127840
Mercedes,53293,Petrol,Forth & Above Owner,486537
Skoda,134410,Diesel,First Owner,348854
TATA,18785,Diesel,Second Owner,105235
Toyota,101022,Diesel,First Owner,358135
Mercedes,152258,LPG,First Owner,150893
TATA,159410,CNG,Third Owner,410413
Volvo,164047,Diesel,Third Owner,148010
Kia,46464,Diesel,Third Owner,117819
TATA,41543,Petrol,First Owner,102837
Audi,58695,Diesel,First Owner,325196
Toyota,45152,LPG,Second Owner,223151
Audi,160523,CNG,Second Owner,365752
Mahindra,48349,LPG,Second Owner,119454
Volvo,194556,LPG,Forth & Above Owner,200088
Fiat,47095,Diesel,Second Owner,449806
Mahindra,46095,Diesel,Third Owner,380957
Jeep,112926,Diesel,First Owner,248103
BMW,67572,Petrol,Forth & Above Owner,157441
Skoda,27100,Petrol,Forth & Above Owner,375268
Mahindra,45694,Diesel,First Owner,117928
BMW,88389,CNG,Second Owner,117877
Jaguar,27427,CNG,Second Owner,205123
Kia,104546,CNG,Third Owner,278436
Mahindra,69651,CNG,First Owner,103084
Volkswagen,110524,Diesel,Second Owner,124282
Honda,126194,Diesel,Third Owner,483962
TATA,31255,CNG,First Owner,285727
Kia,9516,Petrol,Third Owner,390791
Hyundai,23642,Petrol,Forth & Above Owner,206292
BMW,93235,Diesel,First Owner,293580
Mercedes,37151,Diesel,Third Owner,410510
TATA,92241,CNG,Third Owner,291371
Volvo,156792,Diesel,Forth & Above Owner,106442
Toyota,20067,CNG,Second Owner,469201
Skoda,145501,CNG,Third Owner,368917
TATA,170427,LPG,Second Owner,304228
Audi,159074,Diesel,Second Owner,464061
TATA,24308,Petrol,First Owner,351722
BMW,115014,Petrol,First Owner,377681
Volkswagen,5673,Diesel,Forth & Above Owner,335034
Volkswagen,124696,Petrol,First Owner,112408
Honda,91777,Petrol,Third Owner,492455
Fiat,110180,Diesel,Second Owner,447884
Kia,199033,Diesel,Third Owner,411559
Volvo,81988,Petrol,Third Owner,162281
Hyundai,155202,Petrol,Third Owner,397276
TATA,199781,Diesel,Forth & Above Owner,474628
Fiat,137444,Diesel,First Owner,399246
Volvo,142117,Diesel,Forth & Above Owner,151056
TATA,149936,Petrol,Forth & Above Owner,234101
Volvo,77155,Petrol,Third Owner,418303
Toyota,141437,LPG,Forth & Above Owner,197029
Fiat,114582,Diesel,Forth & Above Owner,307907
Fiat,171943,Petrol,Second Owner,330753
Mercedes,40105,LPG,Forth & Above Owner,364592
Toyota,46126,CNG,Third Owner,102004
Honda,17470,LPG,First Owner,259721
Toyota,171594,CNG,Second Owner,328701
Volvo,183482,LPG,Forth & Above Owner,315664
Mahindra,73973,Diesel,First Owner,195833
Jeep,161120,LPG,Third Owner,172369
Toyota,84981,Petrol,Forth & Above Owner,396183
Volkswagen,131580,LPG,Second Owner,355501
Volvo,29336,Petrol,Second Owner,416011
Fiat,33219,LPG,Third Owner,455075
Audi,37783,CNG,Second Owner,203137
Mahindra,66206,CNG,Forth & Above Owner,261563
Mahindra,25927,LPG,Second Owner,382624
Fiat,19608,LPG,Forth & Above Owner,229594
Honda,31702,Diesel,First Owner,419458
Mahindra,161349,Diesel,Second Owner,156504
Hyundai,192291,LPG,First Owner,498718
Hyundai,95922,Petrol,Third Owner,444188
Kia,94262,Diesel,Second Owner,464902
Mahindra,140521,LPG,Forth & Above Owner,400240
Fiat,179462,LPG,First Owner,494950
Jeep,189825,Diesel,Forth & Above Owner,341543
Volvo,138916,CNG,Second Owner,315347
Mercedes,42100,CNG,Forth & Above Owner,343243
Skoda,10388,CNG,Second Owner,307517
Skoda,64388,Petrol,Forth & Above Owner,315099
Volkswagen,22966,Petrol,Third Owner,137119
Kia,135085,Petrol,Forth & Above Owner,245436
BMW,73296,Petrol,Forth & Above Owner,485537
BMW,14018,LPG,First Owner,133420
Jeep,19011,Petrol,Second Owner,442656
Mercedes,173917,CNG,Forth & Above Owner,228213
Skoda,79887,CNG,First Owner,392934
TATA,93844,LPG,Forth & Above Owner,330278
Toyota,100148,LPG,Third Owner,354661
Fiat,118544,LPG,Forth & Above Owner,327296
Hyundai,193752,LPG,Third Owner,250464
Jeep,100227,Diesel,Forth & Above Owner,467241
Kia,13586,CNG,Second Owner,241166
Mercedes,110383,Diesel,First Owner,301244
Kia,27355,LPG,Second Owner,221299
Audi,159043,CNG,First Owner,151571
Audi,52689,Diesel,Second Owner,127665
TATA,146487,Diesel,First Owner,284324
Hyundai,191449,LPG,Forth & Above Owner,118533
Audi,22129,Petrol,Forth & Above Owner,177915
Kia,197578,CNG,First Owner,477263
Mahindra,72286,LPG,Forth & Above Owner,495567
Fiat,52829,Petrol,Forth & Above Owner,132018
Hyundai,156688,LPG,Second Owner,384276
Audi,127128,LPG,Forth & Above Owner,170587
Fiat,90944,CNG,First Owner,378130
Fiat,132945,CNG,Second Owner,263057
Kia,28380,LPG,Third Owner,278891
Honda,18440,LPG,Forth & Above Owner,181416
Audi,172441,Petrol,Forth & Above Owner,196248
Jeep,156219,Diesel,First Owner,226198
TATA,75941,Petrol,Forth & Above Owner,495328
Toyota,92539,LPG,Forth & Above Owner,227387
Kia,65660,CNG,Second Owner,354754
Jaguar,22360,LPG,First Owner,294258
TATA,33564,LPG,Forth & Above Owner,223782
BMW,8654,CNG,Forth & Above Owner,239240
Fiat,77177,Diesel,Second Owner,379504
Honda,73709,CNG,Forth & Above Owner,139500
Volkswagen,45837,LPG,Second Owner,499796
BMW,105305,CNG,Forth & Above Owner,295391
Skoda,140655,CNG,Forth & Above Owner,222454
Honda,129765,Petrol,First Owner,409193
Fiat,58529,Diesel,Second Owner,418929
Mercedes,172270,Petrol,Second Owner,385556
BMW,31349,LPG,First Owner,188652
BMW,139993,LPG,Third Owner,295939
BMW,146662,Petrol,Second Owner,460920
Fiat,132478,Petrol,Third Owner,182144
Volkswagen,177774,CNG,Second Owner,472447
Fiat,22686,Petrol,Forth & Above Owner,179785
Hyundai,103754,Diesel,First Owner,338984
Jaguar,141061,Diesel,Third Owner,356062
Kia,8244,CNG,Second Owner,286379
Toyota,8110,Diesel,Forth & Above Owner,145335
Audi,89917,Diesel,First Owner,317439
Jeep,18784,CNG,Second Owner,439519
Mercedes,37052,Petrol,Second Owner,455751
Mahindra,44861,Diesel,First Owner,143314
BMW,29302,LPG,First Owner,241300
Honda,120507,Diesel,Forth & Above Owner,365513
Volvo,170575,Petrol,Forth & Above Owner,477291
Mahindra,165583,LPG,Second Owner,261562
Volkswagen,12574,CNG,Third Owner,402839
Skoda,89760,Diesel,Second Owner,256998
Honda,59028,CNG,Second Owner,242418
Jeep,11165,Diesel,First Owner,241727
Jeep,93734,LPG,Forth & Above Owner,355950
Jeep,40631,CNG,Second Owner,349173
Hyundai,175001,CNG,Second Owner,344449
Skoda,13297,LPG,Second Owner,183846
Mahindra,185120,LPG,Third Owner,487495
Honda,25606,LPG,Second Owner,268061
Mercedes,25376,CNG,Forth & Above Owner,188153
Toyota,77458,LPG,Forth & Above Owner,122191
BMW,179447,Petrol,Forth & Above Owner,222347
Fiat,41117,Diesel,Second Owner,362190
Skoda,190008,LPG,Forth & Above Owner,312424
Toyota,53611,Petrol,Third Owner,275504
Toyota,15902,LPG,First Owner,147164
Jaguar,103367,Diesel,Second Owner,451513
Fiat,93078,LPG,First Owner,101060
Fiat,137848,Petrol,Second Owner,390037
Volkswagen,59083,CNG,Second Owner,222389
Jaguar,49637,Petrol,Third Owner,118741
Honda,134782,Petrol,First Owner,156998
TATA,115352,CNG,Second Owner,492052
Mercedes,85374,Diesel,Third Owner,488740
Honda,198642,Petrol,Second Owner,322530
Fiat,70176,LPG,Forth & Above Owner,275585
Hyundai,10554,Petrol,Second Owner,211247
Volvo,169136,LPG,First Owner,351118
Mahindra,185153,Diesel,Second Owner,392369
Volkswagen,193571,Diesel,First Owner,272088
Volvo,56733,LPG,Third Owner,403211
Kia,60168,LPG,First Owner,488059
Jeep,113402,CNG,Second Owner,214962
Kia,136743,LPG,Third Owner,399778
Kia,11403,Petrol,Third Owner,490366
Skoda,87242,CNG,Third Owner,395188
Honda,157115,LPG,Second Owner,490651
Jeep,73761,LPG,Forth & Above Owner,133350
Audi,168064,LPG,Third Owner,227830
TATA,124892,CNG,Forth & Above Owner,476438
Fiat,31128,Petrol,Third Owner,469996
Audi,8627,Diesel,Second Owner,287980
Mercedes,10416,LPG,Forth & Above Owner,245250
Honda,65781,Diesel,Third Owner,253364
Toyota,124476,CNG,Forth & Above Owner,398348
Volvo,133522,Petrol,Second Owner,203554
TATA,15194,Petrol,Forth & Above Owner,389091
Jeep,86369,Diesel,First Owner,162285
BMW,23882,CNG,Forth & Above Owner,497567
Jeep,43565,Diesel,First Owner,274449
Volkswagen,171578,Diesel,Third Owner,224415
Fiat,115935,Petrol,Second Owner,245943
Honda,171628,Petrol,Third Owner,128948
Mercedes,75659,CNG,First Owner,483417
Skoda,86704,Diesel,Forth & Above Owner,216346
TATA,75842,Diesel,Third Owner,290715
Volkswagen,95188,Diesel,Third Owner,441478
Jaguar,148171,Petrol,Third Owner,418699
Volvo,198115,Diesel,Forth & Above Owner,484217
Kia,144840,Petrol,Third Owner,348443
Jeep,7933,Diesel,First Owner,446199
Audi,190872,CNG,Third Owner,390417
Jaguar,81583,Diesel,First Owner,127359
Audi,48906,Diesel,Third Owner,113925
Kia,109996,LPG,First Owner,440216
Jaguar,87894,LPG,Second Owner,192636
Fiat,193185,Diesel,Second Owner,221177
Skoda,148125,Diesel,Second Owner,175584
Jeep,132215,CNG,Second Owner,342110
Skoda,145935,Petrol,Forth & Above Owner,231237
TATA,52293,LPG,Third Owner,159062
Volvo,57625,Petrol,Third Owner,171460
Fiat,40450,Diesel,Third Owner,407632
TATA,159211,LPG,Third Owner,178324
Honda,50323,Diesel,First Owner,486511
Kia,192921,LPG,Forth & Above Owner,498899
Jaguar,133492,Diesel,First Owner,399055
Mahindra,168764,Petrol,Forth & Above Owner,364425
Volkswagen,42957,CNG,Second Owner,250323
TATA,30431,CNG,First Owner,274138
Honda,64807,Diesel,Forth & Above Owner,121434
Fiat,72079,LPG,Forth & Above Owner,483298
Volkswagen,13632,LPG,Third Owner,235042
Jaguar,57822,Diesel,Third Owner,200128
Jaguar,93102,LPG,Third Owner,251672
Jaguar,67280,Petrol,Third Owner,425184
Jaguar,50090,CNG,First Owner,350401
Audi,177722,CNG,First Owner,289614
Mercedes,6099,Petrol,First Owner,257835
Toyota,139186,CNG,First Owner,145058
Volkswagen,130225,Petrol,Forth & Above Owner,218829
Kia,181478,CNG,Forth & Above Owner,100967
Volvo,6319,CNG,Forth & Above Owner,335753
Fiat,110515,CNG,Third Owner,314030
Mercedes,56017,Petrol,Second Owner,104791
Volvo,113464,Petrol,Second Owner,247768
Mahindra,93990,Diesel,Forth & Above Owner,165537
TATA,47387,Petrol,Forth & Above Owner,208204
Fiat,118352,Petrol,Third Owner,318999
Mercedes,147800,Diesel,First Owner,351321
Hyundai,116541,CNG,Second Owner,351488
Audi,193650,CNG,Third Owner,134290
Hyundai,35075,LPG,Second Owner,373002
Jaguar,89107,LPG,Third Owner,489694
Volvo,79789,LPG,Second Owner,180464
Jeep,176446,CNG,Second Owner,132105
Hyundai,139099,CNG,Forth & Above Owner,451726
BMW,5166,LPG,Forth & Above Owner,335836
Volvo,22495,Petrol,First Owner,407084
Skoda,33002,Petrol,Third Owner,415661
Kia,111904,CNG,Second Owner,168681
Jeep,121361,LPG,Third Owner,355612
Toyota,69508,Petrol,Third Owner,308921
BMW,65793,CNG,Second Owner,194914
Toyota,163074,CNG,Forth & Above Owner,194819
Skoda,35301,Diesel,Third Owner,399285
Fiat,114747,LPG,Second Owner,418397
Kia,38749,LPG,Second Owner,151451
Audi,109800,Diesel,Second Owner,230056
Hyundai,173886,Petrol,Second Owner,121769
Mahindra,122607,Diesel,Forth & Above Owner,361138
Mercedes,189250,LPG,First Owner,346929
Volkswagen,188689,Diesel,Forth & Above Owner,344311
Honda,19013,LPG,Third Owner,204394
Audi,186099,Diesel,Forth & Above Owner,231481
TATA,64448,Petrol,Third Owner,485718
Skoda,157083,Diesel,Third Owner,392854
Skoda,156545,Petrol,Forth & Above Owner,264756
Fiat,185187,Diesel,Third Owner,349816
Jaguar,171961,Petrol,Third Owner,201569
Honda,163115,Diesel,Second Owner,487162
Hyundai,152967,Petrol,First Owner,281979
Hyundai,82583,LPG,First Owner,160302
Toyota,80866,Diesel,Third Owner,349913
Kia,41909,LPG,Third Owner,261019
Audi,126228,Petrol,Forth & Above Owner,121148
BMW,76783,CNG,Third Owner,493469
Jaguar,75673,CNG,First Owner,232577
Toyota,137876,Petrol,First Owner,475180
TATA,58649,Petrol,Forth & Above Owner,465055
Volkswagen,94487,LPG,Third Owner,235172
Mercedes,84233,Diesel,Third Owner,202346
Skoda,61902,LPG,Third Owner,466322
Mahindra,16980,Petrol,Forth & Above Owner,234425
Toyota,67654,CNG,First Owner,146940
Audi,44974,LPG,Second Owner,313654
Kia,116482,Petrol,Forth & Above Owner,468829
BMW,158529,Diesel,Second Owner,438421
Mercedes,171566,LPG,Forth & Above Owner,238639
Mercedes,79551,CNG,Forth & Above Owner,424052
Fiat,125521,LPG,First Owner,493650
Mercedes,51437,Petrol,First Owner,255116
TATA,16144,CNG,First Owner,308140
Skoda,10561,Petrol,Forth & Above Owner,262738
Jeep,185009,Petrol,Forth & Above Owner,225095
Honda,54166,Petrol,Third Owner,198711
TATA,65320,Diesel,Second Owner,481056
Skoda,17784,LPG,First Owner,381223
Toyota,160578,Diesel,First Owner,220012
Honda,94438,CNG,Forth & Above Owner,182469
BMW,12645,CNG,Forth & Above Owner,370475
Hyundai,40878,LPG,Second Owner,239484
Toyota,132639,Diesel,Third Owner,102590
Jeep,199069,LPG,First Owner,112915
Hyundai,154514,Diesel,First Owner,115589
Honda,79939,LPG,Third Owner,256243
Fiat,140806,CNG,Third Owner,273399
Audi,131957,Petrol,First Owner,192486
Volkswagen,81873,LPG,Second Owner,367175
Honda,178380,Diesel,First Owner,218656
Toyota,15563,Petrol,Second Owner,323179
Mahindra,119814,LPG,First Owner,495823
Skoda,76285,LPG,First Owner,383275
Fiat,95621,CNG,Third Owner,451942
Skoda,71778,Petrol,Second Owner,188670
Audi,60345,Petrol,Second Owner,426271
Audi,92150,Petrol,First Owner,195428
Volkswagen,92247,Diesel,First Owner,220370
Skoda,136071,Diesel,Forth & Above Owner,476453
TATA,192265,LPG,Second Owner,298757
Skoda,171382,Petrol,Forth & Above Owner,222128
Kia,80240,CNG,First Owner,160554
Fiat,197397,LPG,Second Owner,334621
Jaguar,112117,CNG,First Owner,286898
Toyota,21302,CNG,Forth & Above Owner,204491
Jaguar,175651,CNG,First Owner,335852
Honda,38761,LPG,First Owner,225911
Fiat,22327,LPG,First Owner,295941
Volkswagen,115290,Diesel,First Owner,144533
Skoda,160445,CNG,Third Owner,225874
Hyundai,104607,Petrol,Second Owner,236005
Volkswagen,117588,Petrol,First Owner,362858
Hyundai,92431,LPG,Second Owner,484281
Skoda,92310,LPG,Second Owner,127018
Volvo,58653,CNG,First Owner,269056
Fiat,73854,Petrol,Forth & Above Owner,431079
Volvo,93957,Diesel,Third Owner,246321
Jeep,103777,Petrol,Third Owner,254413
Kia,68393,LPG,Second Owner,131180
Volvo,157197,Diesel,Second Owner,492673
TATA,46063,LPG,First Owner,162015
BMW,55873,LPG,First Owner,189653
Jeep,191315,LPG,Forth & Above Owner,394620
Skoda,47386,CNG,Second Owner,454678
Jeep,106708,Diesel,Second Owner,425109
Toyota,126740,CNG,Third Owner,413694
Mahindra,110002,Diesel,First Owner,199451
Kia,67970,Diesel,First Owner,163103
Volkswagen,40186,CNG,Second Owner,445251
Honda,165308,LPG,First Owner,393685
Mercedes,80908,LPG,First Owner,202114
Volvo,40957,CNG,First Owner,177471
Fiat,101258,Petrol,Second Owner,459426
Jeep,138125,Petrol,Forth & Above Owner,342685
Audi,11527,LPG,Third Owner,323064
Audi,172271,Petrol,First Owner,181940
Audi,151388,Diesel,Third Owner,169861
Audi,56843,Diesel,Second Owner,245020
Jaguar,151494,CNG,Second Owner,248368
Jeep,116786,LPG,Forth & Above Owner,288660
Kia,166490,Petrol,Second Owner,276488
Honda,168590,Diesel,Second Owner,412553
Mercedes,103152,Petrol,First Owner,254603
Toyota,19560,Diesel,Forth & Above Owner,198484
Jeep,135216,LPG,Third Owner,163263
Fiat,139555,CNG,Forth & Above Owner,409853
Jaguar,74976,CNG,Forth & Above Owner,355530
Jeep,142979,LPG,Forth & Above Owner,148285
TATA,78759,CNG,First Owner,457781
Jaguar,169517,Diesel,Third Owner,410641
Skoda,69643,Petrol,Second Owner,331496
Skoda,85872,Diesel,Forth & Above Owner,325794
Hyundai,100628,Petrol,First Owner,477336
Audi,159181,CNG,Second Owner,460075
Fiat,56917,LPG,Second Owner,124848
Mahindra,184308,Diesel,Second Owner,172842
Mahindra,60260,LPG,First Owner,412947
BMW,76295,LPG,First Owner,208154
Volvo,92434,Petrol,Third Owner,314785
Skoda,117277,Petrol,Second Owner,291592
Skoda,172105,LPG,First Owner,446991
Skoda,92199,CNG,Third Owner,263931
Kia,45852,CNG,Second Owner,413984
Hyundai,138362,Diesel,Forth & Above Owner,481585
Audi,21547,Petrol,Forth & Above Owner,177574
Fiat,185969,LPG,Third Owner,256768
Volkswagen,186930,Diesel,Forth & Above Owner,334349
Jaguar,137032,LPG,First Owner,464217
Mahindra,78924,Petrol,Second Owner,272244
BMW,10344,LPG,First Owner,432488
Jeep,189926,LPG,First Owner,258410
Jaguar,74585,LPG,Third Owner,459695
Toyota,141660,LPG,Forth & Above Owner,106578
Skoda,109981,Petrol,Third Owner,179791
Jaguar,116886,LPG,First Owner,437711
Hyundai,56203,LPG,Forth & Above Owner,409278
Skoda,22289,CNG,First Owner,341401
Skoda,172918,LPG,Forth & Above Owner,292334
Honda,179380,LPG,First Owner,142867
Hyundai,174218,Diesel,Third Owner,145490
Hyundai,72446,CNG,Third Owner,102820
Jeep,111227,LPG,Third Owner,219989
Kia,175379,Petrol,Forth & Above Owner,220742
Honda,50512,LPG,Forth & Above Owner,474114
Honda,183235,LPG,First Owner,306548
TATA,43336,Petrol,First Owner,450659
TATA,35027,Petrol,First Owner,461691
BMW,168369,Diesel,Forth & Above Owner,170567
Hyundai,86560,CNG,Second Owner,354226
TATA,47820,CNG,Forth & Above Owner,166091
Volkswagen,44038,LPG,Third Owner,115647
TATA,46928,Diesel,Second Owner,269614
Volvo,189965,LPG,Third Owner,369988
Hyundai,83200,Petrol,Second Owner,378897
Volkswagen,30984,Petrol,Forth & Above Owner,371161
Volkswagen,125400,CNG,Forth & Above Owner,487900
BMW,106758,LPG,Forth & Above Owner,178781
Mahindra,128061,Diesel,Third Owner,404146
Kia,38019,CNG,Forth & Above Owner,403938
Kia,92669,Petrol,Third Owner,110165
Mahindra,134147,CNG,Second Owner,393683
Jeep,56277,LPG,First Owner,160962
Hyundai,56254,CNG,Second Owner,198038
BMW,98112,Petrol,Second Owner,232596
Audi,190182,LPG,Third Owner,238253
Kia,110250,CNG,First Owner,252689
Volkswagen,146900,Petrol,First Owner,341204
BMW,127192,Petrol,Third Owner,257297
Hyundai,86705,Diesel,Forth & Above Owner,109104
Fiat,177493,CNG,First Owner,334382
Jeep,130411,LPG,Third Owner,113541
Audi,182795,CNG,First Owner,184467
Mercedes,100917,Petrol,Forth & Above Owner,426793
Skoda,130021,Petrol,Second Owner,395892
Volvo,77837,CNG,Second Owner,241685
Hyundai,169235,Diesel,First Owner,258974
